Date,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Adj Close,TSLA_Volume,^IXIC_Open,^IXIC_High,^IXIC_Low,^IXIC_Close,^IXIC_Adj Close,^IXIC_Volume,^GSPC_Open,^GSPC_High,^GSPC_Low,^GSPC_Close,^GSPC_Adj Close,^GSPC_Volume,Automotive sales,Total revenues,Net loss,Cash and cash equivalents,Long-term debt,
9/12/2011,22.5,23.309999,22.450001,22.879999,22.879999,566600,2442.860107,2495.360107,2438.399902,2495.090088,2495.090088,1980350000,1153.5,1162.52002,1136.069946,1162.27002,1162.27002,5168550000,43235,57666,-65078,213328,225000,
9/13/2011,23.01,24.1,22.75,24.08,24.08,726500,2502.590088,2537.399902,2494.070068,2532.149902,2532.149902,1931390000,1162.589966,1176.410034,1157.439941,1172.869995,1172.869995,4681370000,43235,57666,-65078,213328,225000,
9/14/2011,24.25,24.84,23.790001,24.34,24.34,830800,2548.449951,2600.780029,2519.800049,2572.550049,2572.550049,2323770000,1173.319946,1202.380005,1162.72998,1188.680054,1188.680054,4986740000,43235,57666,-65078,213328,225000,
9/15/2011,24.58,24.93,24.33,24.82,24.82,562600,2595.449951,2608.949951,2569.780029,2607.070068,2607.070068,1967730000,1189.439941,1209.109985,1189.439941,1209.109985,1209.109985,4479730000,43235,57666,-65078,213328,225000,
9/16/2011,24.780001,25.84,24.49,25.799999,25.799999,1417100,2607.120117,2627.280029,2600.959961,2622.310059,2622.310059,2703730000,1209.209961,1220.060059,1204.459961,1216.01001,1216.01001,5248890000,43235,57666,-65078,213328,225000,
9/19/2011,24.950001,25.809999,23.82,25.77,25.77,1157400,2584.350098,2627.340088,2564.459961,2612.830078,2612.830078,1891770000,1214.98999,1214.98999,1188.359985,1204.089966,1204.089966,4254190000,43235,57666,-65078,213328,225000,
9/20/2011,25.98,26.6,25.67,26.01,26.01,1180400,2623.889893,2643.370117,2589.52002,2590.23999,2590.23999,1914990000,1204.5,1220.390015,1201.290039,1202.089966,1202.089966,4315610000,43235,57666,-65078,213328,225000,
9/21/2011,25.950001,26.950001,25.700001,25.85,25.85,987600,2601.060059,2613.290039,2537.459961,2538.189941,2538.189941,2172030000,1203.630005,1206.300049,1166.209961,1166.76001,1166.76001,4728550000,43235,57666,-65078,213328,225000,
9/22/2011,25.639999,26.110001,24.879999,25.629999,25.629999,775800,2466.060059,2494.310059,2420.22998,2455.669922,2455.669922,2919330000,1164.550049,1164.550049,1114.219971,1129.560059,1129.560059,6703140000,43235,57666,-65078,213328,225000,
9/23/2011,25.49,26.620001,25.35,26.379999,26.379999,1156400,2438.629883,2490.719971,2438.280029,2483.22998,2483.22998,1975200000,1128.819946,1141.719971,1121.359985,1136.430054,1136.430054,5639930000,43235,57666,-65078,213328,225000,
9/26/2011,26.52,26.52,24.9,25.52,25.52,934800,2496.97998,2518.909912,2446.120117,2516.689941,2516.689941,1982710000,1136.910034,1164.189941,1131.069946,1162.949951,1162.949951,4762830000,43235,57666,-65078,213328,225000,
9/27/2011,26,26.99,25.57,26.190001,26.190001,674500,2560.780029,2590.939941,2532.649902,2546.830078,2546.830078,2095620000,1163.319946,1195.859985,1163.319946,1175.380005,1175.380005,5548130000,43235,57666,-65078,213328,225000,
9/28/2011,26,26.5,24.51,24.59,24.59,723300,2557.860107,2569.790039,2491.070068,2491.580078,2491.580078,1929310000,1175.390015,1184.709961,1150.400024,1151.060059,1151.060059,4787920000,43235,57666,-65078,213328,225000,
9/29/2011,25.719999,25.82,23.549999,24.120001,24.120001,929600,2535.52002,2538.969971,2433.580078,2480.76001,2480.76001,2290370000,1151.73999,1175.869995,1139.930054,1160.400024,1160.400024,5285740000,43235,57666,-65078,213328,225000,
9/30/2011,24.799999,24.889999,23.49,24.389999,24.389999,1336100,2444.77002,2468.97998,2415.070068,2415.399902,2415.399902,2041370000,1159.930054,1159.930054,1131.339966,1131.420044,1131.420044,4416790000,43235,57666,-65078,213328,225000,
10/3/2011,24.950001,25,23.25,23.73,23.73,1023200,2401.189941,2430.879883,2335.22998,2335.830078,2335.830078,2547690000,1131.209961,1138.98999,1098.920044,1099.22998,1099.22998,5670340000,32677,39375,-81488,255266,276251,
10/4/2011,23.290001,24.32,22.93,23.66,23.66,1200300,2312.679932,2406.669922,2298.889893,2404.820068,2404.820068,3040940000,1097.420044,1125.119995,1074.77002,1123.949951,1123.949951,3714670000,32677,39375,-81488,255266,276251,
10/5/2011,24.030001,25.84,23.35,25.370001,25.370001,1229500,2398.370117,2466.5,2380.959961,2460.51001,2460.51001,2472400000,1124.030029,1146.069946,1115.680054,1144.030029,1144.030029,2510620000,32677,39375,-81488,255266,276251,
10/6/2011,25.370001,27.6,25.02,26.959999,26.959999,1769100,2459.050049,2507.439941,2446.719971,2506.820068,2506.820068,2249140000,1144.109985,1165.550049,1134.949951,1164.969971,1164.969971,5098330000,32677,39375,-81488,255266,276251,
10/7/2011,26.98,27.6,26.049999,26.99,26.99,1311600,2509.610107,2512.139893,2468.600098,2479.350098,2479.350098,2084900000,1165.030029,1171.400024,1150.26001,1155.459961,1155.459961,5580380000,32677,39375,-81488,255266,276251,
10/10/2011,27.309999,28.18,27,27.879999,27.879999,923500,2522.719971,2566.050049,2519.780029,2566.050049,2566.050049,1574750000,1158.150024,1194.910034,1158.150024,1194.890015,1194.890015,4446800000,32677,39375,-81488,255266,276251,
10/11/2011,27.51,27.77,27.09,27.610001,27.610001,575700,2554.699951,2587.280029,2551.939941,2583.030029,2583.030029,1661400000,1194.599976,1199.23999,1187.300049,1195.540039,1195.540039,4424500000,32677,39375,-81488,255266,276251,
10/12/2011,27.25,28,27.200001,27.799999,27.799999,1123400,2606.610107,2629.48999,2602.310059,2604.72998,2604.72998,1967190000,1196.189941,1220.25,1196.189941,1207.25,1207.25,5355360000,32677,39375,-81488,255266,276251,
10/13/2011,27.629999,28.469999,27.440001,27.940001,27.940001,1043500,2595.050049,2625.219971,2588.709961,2620.23999,2620.23999,1675220000,1206.959961,1207.459961,1190.579956,1203.660034,1203.660034,4436270000,32677,39375,-81488,255266,276251,
10/14/2011,28,28.549999,27.26,28.049999,28.049999,1400500,2655.22998,2667.850098,2636,2667.850098,2667.850098,1664350000,1205.650024,1224.609985,1205.650024,1224.579956,1224.579956,4116690000,32677,39375,-81488,255266,276251,
10/17/2011,27.860001,28,27.26,27.42,27.42,754500,2653.320068,2658.25,2606.909912,2614.919922,2614.919922,1675210000,1224.469971,1224.469971,1198.550049,1200.859985,1200.859985,4300700000,32677,39375,-81488,255266,276251,
10/18/2011,27.299999,28.43,26.709999,28.34,28.34,999700,2614.050049,2667.570068,2586.310059,2657.429932,2657.429932,1931690000,1200.75,1233.099976,1191.47998,1225.380005,1225.380005,4840170000,32677,39375,-81488,255266,276251,
10/19/2011,28.02,28.059999,27.299999,27.57,27.57,792900,2642.889893,2651.879883,2597.77002,2604.040039,2604.040039,1980180000,1223.459961,1229.640015,1206.310059,1209.880005,1209.880005,4846390000,32677,39375,-81488,255266,276251,
10/20/2011,27.440001,27.469999,27,27.34,27.34,999700,2605.419922,2606.389893,2557.169922,2598.620117,2598.620117,2040180000,1209.920044,1219.530029,1197.339966,1215.390015,1215.390015,4870290000,32677,39375,-81488,255266,276251,
10/21/2011,27.4,28.299999,27.01,28.030001,28.030001,1142600,2630.300049,2646.919922,2611.110107,2637.459961,2637.459961,2019950000,1215.390015,1239.030029,1215.390015,1238.25,1238.25,4980770000,32677,39375,-81488,255266,276251,
10/24/2011,27.870001,28.889999,27.75,28.549999,28.549999,940600,2644.830078,2703.070068,2643.939941,2699.439941,2699.439941,1884450000,1238.719971,1256.550049,1238.719971,1254.189941,1254.189941,4309380000,32677,39375,-81488,255266,276251,
10/25/2011,28.23,28.860001,27.799999,28.25,28.25,654400,2685.860107,2685.879883,2633.939941,2638.419922,2638.419922,1777770000,1254.189941,1254.189941,1226.790039,1229.050049,1229.050049,4473970000,32677,39375,-81488,255266,276251,
10/26/2011,28.190001,28.370001,27.4,27.98,27.98,510500,2660.419922,2666.290039,2598.73999,2650.669922,2650.669922,2118650000,1229.170044,1246.280029,1221.060059,1242,1242,4873530000,32677,39375,-81488,255266,276251,
10/27/2011,28.34,28.950001,28.110001,28.76,28.76,869400,2720.590088,2753.370117,2694.27002,2738.629883,2738.629883,2810680000,1243.969971,1292.660034,1243.969971,1284.589966,1284.589966,6367610000,32677,39375,-81488,255266,276251,
10/28/2011,28.5,30,28.01,29.870001,29.870001,1264000,2724.030029,2742.27002,2723.030029,2737.149902,2737.149902,1838530000,1284.390015,1287.079956,1277.01001,1285.089966,1285.089966,4536690000,32677,39375,-81488,255266,276251,
10/31/2011,29.5,29.51,28.75,29.370001,29.370001,1134000,2705.889893,2716.699951,2684.129883,2684.409912,2684.409912,1772560000,1284.959961,1284.959961,1253.160034,1253.300049,1253.300049,4310210000,32677,39375,-81488,255266,276251,
11/1/2011,28.389999,28.92,28,28.879999,28.879999,635200,2607.310059,2638.600098,2597.159912,2606.959961,2606.959961,2294220000,1251,1251,1215.420044,1218.280029,1218.280029,5645540000,32677,39375,-81488,255266,276251,
11/2/2011,29,29.26,28.25,28.709999,28.709999,875300,2637.560059,2648.459961,2613.73999,2639.97998,2639.97998,1921790000,1219.619995,1242.47998,1219.619995,1237.900024,1237.900024,4110530000,32677,39375,-81488,255266,276251,
11/3/2011,30,32.490002,29.530001,32.459999,32.459999,2509700,2666.209961,2699.840088,2628.219971,2697.969971,2697.969971,2106240000,1238.25,1263.209961,1234.810059,1261.150024,1261.150024,4849140000,32677,39375,-81488,255266,276251,
11/4/2011,31.459999,32.400002,30.51,32.310001,32.310001,3032900,2678.159912,2693.669922,2655.120117,2686.149902,2686.149902,1930750000,1260.819946,1260.819946,1238.920044,1253.22998,1253.22998,3830650000,32677,39375,-81488,255266,276251,
11/7/2011,31.639999,32,30.75,31.27,31.27,1266300,2683.379883,2697.02002,2649.060059,2695.25,2695.25,1712700000,1253.209961,1261.699951,1240.75,1261.119995,1261.119995,3429740000,32677,39375,-81488,255266,276251,
11/8/2011,31.370001,32,30.719999,31.84,31.84,1167900,2712.080078,2730.389893,2680.929932,2727.48999,2727.48999,1850270000,1261.119995,1277.550049,1254.98999,1275.920044,1275.920044,3908490000,32677,39375,-81488,255266,276251,
11/9/2011,30.870001,31.49,30.299999,30.879999,30.879999,953700,2662.560059,2672.340088,2617.929932,2621.649902,2621.649902,2144160000,1275.180054,1275.180054,1226.640015,1229.099976,1229.099976,4659740000,32677,39375,-81488,255266,276251,
11/10/2011,30.940001,31.5,30.65,31.33,31.33,747300,2652.01001,2652.399902,2601.790039,2625.149902,2625.149902,1892390000,1229.589966,1246.219971,1227.699951,1239.699951,1239.699951,4002760000,32677,39375,-81488,255266,276251,
11/11/2011,31.9,34.5,30.57,33.639999,33.639999,3868300,2653.530029,2684.669922,2649.850098,2678.75,2678.75,1602640000,1240.119995,1266.97998,1240.119995,1263.849976,1263.849976,3370180000,32677,39375,-81488,255266,276251,
11/14/2011,33,33.540001,32.619999,33.220001,33.220001,1325700,2671.110107,2682.129883,2647.47998,2657.219971,2657.219971,1401710000,1263.849976,1263.849976,1246.680054,1251.780029,1251.780029,3219680000,32677,39375,-81488,255266,276251,
11/15/2011,32.919998,34.400002,32.73,33.93,33.93,891000,2647.909912,2695.870117,2644,2686.199951,2686.199951,1706960000,1251.699951,1264.25,1244.339966,1257.810059,1257.810059,3599300000,32677,39375,-81488,255266,276251,
11/16/2011,33.48,35,33.400002,34.939999,34.939999,1833200,2661.090088,2688.860107,2637.909912,2639.610107,2639.610107,1950030000,1257.810059,1259.609985,1235.670044,1236.910034,1236.910034,4085010000,32677,39375,-81488,255266,276251,
11/17/2011,34.5,34.900002,33.189999,33.68,33.68,1349300,2637.370117,2637.47998,2576.219971,2587.98999,2587.98999,2197320000,1236.560059,1237.72998,1209.430054,1216.130005,1216.130005,4596450000,32677,39375,-81488,255266,276251,
11/18/2011,33.639999,34.110001,32.540001,32.599998,32.599998,902800,2595.02002,2595.840088,2567.149902,2572.5,2572.5,1755360000,1216.189941,1223.51001,1211.359985,1215.650024,1215.650024,3827610000,32677,39375,-81488,255266,276251,
11/21/2011,32.439999,32.439999,31.049999,31.76,31.76,1031600,2535.340088,2539.870117,2500.889893,2523.139893,2523.139893,2048520000,1215.619995,1215.619995,1183.160034,1192.97998,1192.97998,4050070000,32677,39375,-81488,255266,276251,
11/22/2011,31.76,32.790001,31.049999,32.07,32.07,732600,2517.639893,2534.399902,2499.189941,2521.280029,2521.280029,1792060000,1192.97998,1196.810059,1181.650024,1188.040039,1188.040039,3911710000,32677,39375,-81488,255266,276251,
11/23/2011,31.76,32.049999,31.25,31.450001,31.450001,451800,2501.179932,2503.379883,2460.080078,2460.080078,2460.080078,1707770000,1187.47998,1187.47998,1161.790039,1161.790039,1161.790039,3798940000,32677,39375,-81488,255266,276251,
11/25/2011,31.549999,32.41,31.08,31.66,31.66,239600,2453.030029,2477.030029,2441.47998,2441.51001,2441.51001,691750000,1161.410034,1172.660034,1158.660034,1158.670044,1158.670044,1664200000,32677,39375,-81488,255266,276251,
11/28/2011,32,33.279999,31.809999,32.560001,32.560001,681200,2509.629883,2531.320068,2507.719971,2527.340088,2527.340088,1626060000,1158.670044,1197.349976,1158.670044,1192.550049,1192.550049,3920750000,32677,39375,-81488,255266,276251,
11/29/2011,32.490002,33.07,31.629999,31.75,31.75,591100,2529.110107,2542.459961,2508.27002,2515.51001,2515.51001,1623550000,1192.560059,1203.670044,1191.800049,1195.189941,1195.189941,3992650000,32677,39375,-81488,255266,276251,
11/30/2011,32.5,32.93,32.220001,32.740002,32.740002,760300,2586.389893,2620.340088,2582.48999,2620.340088,2620.340088,2440960000,1196.719971,1247.109985,1196.719971,1246.959961,1246.959961,5801910000,32677,39375,-81488,255266,276251,
12/1/2011,32.57,33.990002,31.98,32.599998,32.599998,1030200,2615.669922,2636.080078,2611.47998,2626.199951,2626.199951,1826860000,1246.910034,1251.089966,1239.72998,1244.579956,1244.579956,3818680000,32677,39375,-81488,255266,276251,
12/2/2011,32.830002,33.689999,32.400002,33.299999,33.299999,802800,2650.800049,2659.22998,2625.070068,2626.929932,2626.929932,1662730000,1246.030029,1260.079956,1243.349976,1244.280029,1244.280029,4144310000,32677,39375,-81488,255266,276251,
12/5/2011,33.529999,35,33.43,34.419998,34.419998,1160100,2666.469971,2674.530029,2641.590088,2655.76001,2655.76001,1686660000,1244.329956,1266.72998,1244.329956,1257.079956,1257.079956,4148060000,32677,39375,-81488,255266,276251,
12/6/2011,34.200001,34.98,34.029999,34.869999,34.869999,951800,2655.02002,2663.629883,2639.179932,2649.560059,2649.560059,1491130000,1257.189941,1266.030029,1253.030029,1258.469971,1258.469971,3734230000,32677,39375,-81488,255266,276251,
12/7/2011,34.630001,34.889999,33.799999,34.189999,34.189999,674300,2638.610107,2660.23999,2612.800049,2649.209961,2649.209961,1658010000,1258.140015,1267.060059,1244.800049,1261.01001,1261.01001,4160540000,32677,39375,-81488,255266,276251,
12/8/2011,30.84,31.65,29.610001,30.889999,30.889999,3305800,2633.300049,2645.919922,2592.550049,2596.379883,2596.379883,1845640000,1260.869995,1260.869995,1231.469971,1234.349976,1234.349976,4298370000,32677,39375,-81488,255266,276251,
12/9/2011,30.540001,31.120001,30.280001,31.040001,31.040001,1239500,2603.179932,2653.459961,2603.179932,2646.850098,2646.850098,1664710000,1234.47998,1258.25,1234.47998,1255.189941,1255.189941,3830610000,32677,39375,-81488,255266,276251,
12/12/2011,30.440001,30.620001,30.02,30.41,30.41,758700,2617.320068,2617.320068,2591.419922,2612.26001,2612.26001,1572600000,1255.050049,1255.050049,1227.25,1236.469971,1236.469971,3600570000,32677,39375,-81488,255266,276251,
12/13/2011,30.57,30.93,28.91,29.450001,29.450001,994100,2629.669922,2639.73999,2568.439941,2579.27002,2579.27002,1752320000,1236.829956,1249.859985,1219.430054,1225.72998,1225.72998,4121570000,32677,39375,-81488,255266,276251,
12/14/2011,29.5,29.68,28,28.530001,28.530001,1163900,2566.209961,2568.439941,2525.879883,2539.310059,2539.310059,1793960000,1225.72998,1225.72998,1209.469971,1211.819946,1211.819946,4298290000,32677,39375,-81488,255266,276251,
12/15/2011,28.67,29.17,28.120001,28.620001,28.620001,700300,2565.929932,2565.939941,2536.580078,2541.01001,2541.01001,1748400000,1212.119995,1225.599976,1212.119995,1215.75,1215.75,3810340000,32677,39375,-81488,255266,276251,
12/16/2011,28.790001,28.93,27.98,28,28,1029700,2554.620117,2585.419922,2548,2555.330078,2555.330078,2664690000,1216.089966,1231.040039,1215.199951,1219.660034,1219.660034,5345800000,32677,39375,-81488,255266,276251,
12/19/2011,28.09,28.5,27.370001,27.75,27.75,987000,2564.070068,2570.649902,2518.01001,2523.139893,2523.139893,1560110000,1219.73999,1224.569946,1202.369995,1205.349976,1205.349976,3659820000,32677,39375,-81488,255266,276251,
12/20/2011,28.049999,28.450001,27.719999,27.9,27.9,843300,2567.25,2604.52002,2566.870117,2603.72998,2603.72998,1835720000,1205.719971,1242.819946,1205.719971,1241.300049,1241.300049,4055590000,32677,39375,-81488,255266,276251,
12/21/2011,27.91,28.07,26.030001,27.57,27.57,1705500,2589.77002,2590.610107,2544.659912,2577.969971,2577.969971,1853710000,1241.25,1245.089966,1229.51001,1243.719971,1243.719971,2959020000,32677,39375,-81488,255266,276251,
12/22/2011,27.6,28.049999,27.299999,27.77,27.77,1009400,2584.330078,2601.98999,2581.919922,2599.449951,2599.449951,1515610000,1243.719971,1255.219971,1243.719971,1254,1254,3492250000,32677,39375,-81488,255266,276251,
12/23/2011,28,28,27.52,27.9,27.9,591400,2607.429932,2618.840088,2599.889893,2618.639893,2618.639893,960940000,1254,1265.420044,1254,1265.329956,1265.329956,2233830000,32677,39375,-81488,255266,276251,
12/27/2011,27.66,28.77,27.639999,28.57,28.57,777500,2613.51001,2633.340088,2610.77002,2625.199951,2625.199951,945590000,1265.02002,1269.369995,1262.300049,1265.430054,1265.430054,2130590000,32677,39375,-81488,255266,276251,
12/28/2011,28.99,29.24,28.040001,28.51,28.51,575200,2626.189941,2626.340088,2586.850098,2589.97998,2589.97998,1069930000,1265.380005,1265.849976,1248.640015,1249.640015,1249.640015,2349980000,32677,39375,-81488,255266,276251,
12/29/2011,28.59,29.34,28.549999,28.73,28.73,488200,2596.330078,2614.870117,2593.040039,2613.73999,2613.73999,1011380000,1249.75,1263.540039,1249.75,1263.02002,1263.02002,2278130000,32677,39375,-81488,255266,276251,
12/30/2011,28.49,28.98,28.25,28.559999,28.559999,339800,2610.22998,2616.459961,2604.600098,2605.149902,2605.149902,1056790000,1262.819946,1264.119995,1257.459961,1257.599976,1257.599976,2271850000,32677,39375,-81488,255266,276251,
1/3/2012,28.940001,29.5,27.65,28.08,28.08,928100,2657.389893,2665.899902,2641.97998,2648.719971,2648.719971,1636850000,1258.859985,1284.619995,1258.859985,1277.060059,1277.060059,3943710000,19245,30167,-89873,218570,360517,
1/4/2012,28.209999,28.67,27.5,27.709999,27.709999,630100,2639.899902,2653.179932,2627.22998,2648.360107,2648.360107,1670530000,1277.030029,1278.72998,1268.099976,1277.300049,1277.300049,3592580000,19245,30167,-89873,218570,360517,
1/5/2012,27.76,27.93,26.85,27.120001,27.120001,1005500,2642.570068,2673.560059,2631.22998,2669.860107,2669.860107,1836410000,1277.300049,1283.050049,1265.26001,1281.060059,1281.060059,4315950000,19245,30167,-89873,218570,360517,
1/6/2012,27.200001,27.790001,26.41,26.91,26.91,986300,2671.169922,2682.120117,2658.830078,2674.219971,2674.219971,1683090000,1280.930054,1281.839966,1273.339966,1277.810059,1277.810059,3656830000,19245,30167,-89873,218570,360517,
1/9/2012,27,27.49,26.120001,27.25,27.25,897000,2682.97998,2683.780029,2662.959961,2676.560059,2676.560059,1768080000,1277.829956,1281.98999,1274.550049,1280.699951,1280.699951,3371600000,19245,30167,-89873,218570,360517,
1/10/2012,27.440001,27.76,27.25,27.620001,27.620001,671800,2704.419922,2712.5,2694.330078,2702.5,2702.5,1809500000,1280.77002,1296.459961,1280.77002,1292.079956,1292.079956,4221960000,19245,30167,-89873,218570,360517,
1/11/2012,27.620001,28.379999,27.299999,28.23,28.23,672300,2695.77002,2714.290039,2690.72998,2710.76001,2710.76001,1699660000,1292.02002,1293.800049,1285.410034,1292.47998,1292.47998,3968120000,19245,30167,-89873,218570,360517,
1/12/2012,28.48,28.620001,27.809999,28.25,28.25,729300,2716.870117,2726.429932,2697.320068,2724.699951,2724.699951,1669550000,1292.47998,1296.819946,1285.77002,1295.5,1295.5,4019890000,19245,30167,-89873,218570,360517,
1/13/2012,28.4,28.5,22.639999,22.790001,22.790001,5500400,2707.409912,2712.929932,2689.580078,2710.669922,2710.669922,1655960000,1294.819946,1294.819946,1277.579956,1289.089966,1289.089966,3692370000,19245,30167,-89873,218570,360517,
1/17/2012,26.620001,27.34,26.41,26.6,26.6,4651600,2736.340088,2742.72998,2721.030029,2728.080078,2728.080078,1664210000,1290.219971,1303,1290.219971,1293.670044,1293.670044,4010490000,19245,30167,-89873,218570,360517,
1/18/2012,26.690001,26.879999,26.25,26.809999,26.809999,1260200,2731.159912,2769.709961,2730.050049,2769.709961,2769.709961,1968940000,1293.650024,1308.109985,1290.98999,1308.040039,1308.040039,4096160000,19245,30167,-89873,218570,360517,
1/19/2012,27.190001,27.74,26.610001,26.76,26.76,1246300,2779.73999,2793.350098,2777.169922,2788.330078,2788.330078,1959950000,1308.069946,1315.48999,1308.069946,1314.5,1314.5,4465890000,19245,30167,-89873,218570,360517,
1/20/2012,26.9,27,26.4,26.6,26.6,662300,2776.040039,2787.199951,2775.870117,2786.699951,2786.699951,1949660000,1314.48999,1315.380005,1309.170044,1315.380005,1315.380005,3912620000,19245,30167,-89873,218570,360517,
1/23/2012,26.809999,27.209999,26.6,26.77,26.77,594600,2786.209961,2804.98999,2769.820068,2784.169922,2784.169922,1652940000,1315.290039,1322.280029,1309.890015,1316,1316,3770910000,19245,30167,-89873,218570,360517,
1/24/2012,26.629999,27.68,26.440001,27.42,27.42,858000,2771.580078,2788.379883,2766.340088,2786.639893,2786.639893,1620690000,1315.959961,1315.959961,1306.060059,1314.650024,1314.650024,3693560000,19245,30167,-89873,218570,360517,
1/25/2012,27.27,28.01,27.049999,27.969999,27.969999,611200,2803.22998,2822.790039,2788.949951,2818.310059,2818.310059,1918040000,1314.400024,1328.300049,1307.650024,1326.060059,1326.060059,4410910000,19245,30167,-89873,218570,360517,
1/26/2012,28.07,29.58,28,28.940001,28.940001,1271100,2828.780029,2834.300049,2794.780029,2805.280029,2805.280029,1998970000,1326.280029,1333.469971,1313.599976,1318.430054,1318.430054,4522070000,19245,30167,-89873,218570,360517,
1/27/2012,28.5,29.719999,28.5,29.33,29.33,748400,2797.659912,2821.550049,2797.23999,2816.550049,2816.550049,1707350000,1318.25,1320.060059,1311.719971,1316.329956,1316.329956,4007380000,19245,30167,-89873,218570,360517,
1/30/2012,29.49,29.610001,28.530001,29.57,29.57,729000,2790.399902,2816.850098,2782.439941,2811.939941,2811.939941,1668970000,1316.160034,1316.160034,1300.48999,1313.01001,1313.01001,3659010000,19245,30167,-89873,218570,360517,
1/31/2012,29.9,30,28.870001,29.07,29.07,956400,2825.76001,2830.449951,2798.77002,2813.840088,2813.840088,1786550000,1313.530029,1321.410034,1306.689941,1312.410034,1312.410034,4235550000,19245,30167,-89873,218570,360517,
2/1/2012,29.07,29.700001,29,29.58,29.58,523200,2830.100098,2855.72998,2825.189941,2848.27002,2848.27002,2125720000,1312.449951,1330.52002,1312.449951,1324.089966,1324.089966,4504360000,19245,30167,-89873,218570,360517,
2/2/2012,29.719999,30.879999,29.610001,30.25,30.25,805700,2854.100098,2868.22998,2849.399902,2859.679932,2859.679932,1913430000,1324.23999,1329.189941,1321.569946,1325.540039,1325.540039,4120920000,19245,30167,-89873,218570,360517,
2/3/2012,30.41,31.33,30.25,31.15,31.15,764500,2888.949951,2908.129883,2885.840088,2905.659912,2905.659912,2152890000,1326.209961,1345.339966,1326.209961,1344.900024,1344.900024,4608550000,19245,30167,-89873,218570,360517,
2/6/2012,31.1,31.9,31.049999,31.799999,31.799999,652100,2892.52002,2903.030029,2887.330078,2901.98999,2901.98999,1684490000,1344.319946,1344.359985,1337.52002,1344.329956,1344.329956,3379700000,19245,30167,-89873,218570,360517,
2/7/2012,31.799999,31.799999,30.82,31.6,31.6,1021600,2895.909912,2910.27002,2885.169922,2904.080078,2904.080078,1784580000,1344.329956,1349.23999,1335.920044,1347.050049,1347.050049,3742460000,19245,30167,-89873,218570,360517,
2/8/2012,31.6,32.009998,31.290001,31.93,31.93,623700,2906.590088,2918.26001,2892.709961,2915.860107,2915.860107,1981150000,1347.040039,1351,1341.949951,1349.959961,1349.959961,4096730000,19245,30167,-89873,218570,360517,
2/9/2012,32,32.900002,31.43,32.580002,32.580002,1277100,2922.459961,2930.679932,2904.51001,2927.22998,2927.22998,2153090000,1349.969971,1354.319946,1344.630005,1351.949951,1351.949951,4209890000,19245,30167,-89873,218570,360517,
2/10/2012,32.259998,32.27,29.84,31.1,31.1,1874200,2902,2910.97998,2895.100098,2903.879883,2903.879883,1787640000,1351.209961,1351.209961,1337.349976,1342.640015,1342.640015,3877580000,19245,30167,-89873,218570,360517,
2/13/2012,31.549999,32.060001,30.9,31.49,31.49,1157900,2926.209961,2933.929932,2913.889893,2931.389893,2931.389893,1619980000,1343.060059,1353.349976,1343.060059,1351.77002,1351.77002,3618040000,19245,30167,-89873,218570,360517,
2/14/2012,31.74,33.790001,31.4,33.169998,33.169998,1810800,2921.699951,2932.080078,2911.600098,2931.830078,2931.830078,1881630000,1351.300049,1351.300049,1340.829956,1350.5,1350.5,3889520000,19245,30167,-89873,218570,360517,
2/15/2012,33.099998,34.41,32.27,33.599998,33.599998,2761800,2943.419922,2958.189941,2911.330078,2915.830078,2915.830078,2038980000,1350.52002,1355.869995,1340.800049,1343.22998,1343.22998,4080340000,19245,30167,-89873,218570,360517,
2/16/2012,33.5,34.509998,32.540001,34.18,34.18,2219700,2915.669922,2961.379883,2912.719971,2959.850098,2959.850098,1945230000,1342.609985,1359.02002,1341.219971,1358.040039,1358.040039,4108880000,19245,30167,-89873,218570,360517,
2/17/2012,33.990002,34.970001,33.5,34.970001,34.970001,1376700,2958.219971,2962.780029,2941.550049,2951.780029,2951.780029,1973900000,1358.060059,1363.400024,1357.23999,1361.22998,1361.22998,3717640000,19245,30167,-89873,218570,360517,
2/21/2012,34.869999,34.869999,33.810001,34.5,34.5,1135800,2957.300049,2965.050049,2934.070068,2948.570068,2948.570068,1821540000,1361.219971,1367.76001,1358.109985,1362.209961,1362.209961,3795200000,19245,30167,-89873,218570,360517,
2/22/2012,34.5,34.720001,32.5,34.220001,34.220001,1654600,2942.77002,2950.370117,2929.679932,2933.169922,2933.169922,1706310000,1362.109985,1362.699951,1355.530029,1357.660034,1357.660034,3633710000,19245,30167,-89873,218570,360517,
2/23/2012,33.990002,34.970001,33.560001,34.529999,34.529999,820400,2933.159912,2958.419922,2922.959961,2956.97998,2956.97998,1768390000,1357.530029,1364.23999,1352.280029,1363.459961,1363.459961,3786450000,19245,30167,-89873,218570,360517,
2/24/2012,34.23,34.52,33.27,33.75,33.75,959900,2963.129883,2970.879883,2958.820068,2963.75,2963.75,1643180000,1363.459961,1368.920044,1363.459961,1365.73999,1365.73999,3505360000,19245,30167,-89873,218570,360517,
2/27/2012,33.41,34,33,33.619999,33.619999,606000,2945.870117,2976.080078,2933.300049,2966.159912,2966.159912,1763650000,1365.199951,1371.939941,1354.920044,1367.589966,1367.589966,3648890000,19245,30167,-89873,218570,360517,
